match_id,time,avg_summoner_lvl_team_1,avg_match_history_length_team_1,avg_win_rate_team_1,sum_champ_mastery_team_1,avg_summoner_lvl_team_2,avg_match_history_length_team_2,avg_win_rate_team_2,sum_champ_mastery_team_2,winner
NA1_5086988918,2024-08-25 00:20:01.202101,180.6,20.0,0.52,533056,403.0,20.0,0.51,221432,2
NA1_5086930411,2024-08-25 00:20:31.337896,300.8,20.0,0.52,1324406,457.2,20.0,0.49,1247722,1
NA1_5086091067,2024-08-25 00:21:47.956852,397.8,20.0,0.47,636284,442.0,20.0,0.48,3219313,2
NA1_5003623835,2024-08-25 00:22:19.101157,293.4,19.2,0.53,181595,217.2,20.0,0.55,585773,1
NA1_5003601812,2024-08-25 00:23:34.271499,270.0,20.0,0.48,525130,395.8,20.0,0.55,650078,2
NA1_5003585124,2024-08-25 00:24:04.417473,301.8,20.0,0.47,1521372,181.6,20.0,0.53,144318,1
NA1_5092748363,2024-08-25 00:24:34.574144,304.6,20.0,0.5,251165,309.6,20.0,0.49,163076,2
NA1_5092716898,2024-08-25 00:25:50.306814,227.2,20.0,0.5,2300059,372.2,20.0,0.49,605298,1
NA1_5087610474,2024-08-25 00:26:19.851951,263.2,20.0,0.43,546774,498.6,20.0,0.52,1664133,2
NA1_5029747968,2024-08-25 00:27:36.927400,351.2,20.0,0.42,698962,120.6,20.0,0.5,270261,2
NA1_5029733281,2024-08-25 00:28:06.787052,192.0,17.0,0.46,289218,291.4,20.0,0.4,537577,1
NA1_5029721762,2024-08-25 00:28:36.625933,291.8,20.0,0.39,3023948,178.2,20.0,0.52,317172,1
NA1_5033165327,2024-08-25 00:29:53.269580,303.0,20.0,0.49,365853,192.2,18.4,0.57,68620,2
NA1_5033158901,2024-08-25 00:30:22.916332,399.2,20.0,0.46,247436,558.2,20.0,0.5,930753,1
NA1_5009423898,2024-08-25 00:31:39.311203,301.2,17.8,0.5,1226865,190.8,20.0,0.46,99046,1
NA1_5093587685,2024-08-25 00:32:09.101578,441.4,20.0,0.49,345992,353.6,20.0,0.52,1119367,2
NA1_5091497452,2024-08-25 00:33:27.101852,534.6,20.0,0.47,448510,267.6,20.0,0.5,835247,2
NA1_5082989018,2024-08-25 00:33:58.898422,389.0,19.4,0.54,1280649,422.6,20.0,0.5,587564,1
NA1_5090610763,2024-08-25 00:34:33.543354,235.8,20.0,0.49,357977,243.0,20.0,0.45,555165,1
NA1_5082866534,2024-08-25 00:35:44.046266,303.8,20.0,0.5,290175,281.6,20.0,0.56,1296704,2
NA1_5068090910,2024-08-25 00:36:14.512121,213.4,20.0,0.51,1306966,210.2,20.0,0.5,206458,2
NA1_5090075573,2024-08-25 00:37:30.435658,390.6,20.0,0.5,401675,471.8,20.0,0.49,1032336,2
NA1_5089273450,2024-08-25 00:38:03.797669,444.4,20.0,0.52,497652,250.4,20.0,0.5,866194,1
NA1_5089266119,2024-08-25 00:38:38.747402,317.2,19.0,0.44,649058,514.4,20.0,0.53,1001686,2
NA1_5094243382,2024-08-25 00:39:56.173247,270.6,20.0,0.47,2915228,501.4,20.0,0.48,732850,2
NA1_5093722242,2024-08-25 00:40:36.160236,338.8,20.0,0.57,1325099,174.2,20.0,0.5,1065326,1
NA1_5093702270,2024-08-25 00:41:34.244076,383.4,20.0,0.48,1338838,93.2,20.0,0.41,131314,1
NA1_5092832799,2024-08-25 00:42:10.067974,222.8,20.0,0.51,213982,299.0,20.0,0.48,521217,1
NA1_5092697625,2024-08-25 00:42:45.392996,404.4,20.0,0.49,2301590,337.8,20.0,0.53,707725,2
NA1_5092693656,2024-08-25 00:43:53.425423,211.4,20.0,0.49,1695319,262.0,20.0,0.49,1457985,2
NA1_5087046248,2024-08-25 00:44:28.801754,320.2,20.0,0.48,2107277,373.6,20.0,0.53,1070380,2
NA1_5084358898,2024-08-25 00:45:37.535762,268.2,20.0,0.5,2268721,343.8,20.0,0.53,2185598,2
NA1_5038291435,2024-08-25 00:46:12.724429,247.6,20.0,0.47,1642945,298.4,20.0,0.52,533996,2
NA1_5092601230,2024-08-25 00:46:47.631456,291.8,20.0,0.48,687500,489.2,20.0,0.49,1425703,1
NA1_5092570698,2024-08-25 00:47:57.203106,525.2,20.0,0.49,3243042,373.6,20.0,0.49,2235544,2
NA1_5092530032,2024-08-25 00:48:32.971995,348.2,20.0,0.49,841498,174.4,20.0,0.51,660401,2
NA1_5032411879,2024-08-25 00:49:41.238879,270.6,20.0,0.5,2408792,299.2,20.0,0.53,116593,1
NA1_5030474825,2024-08-25 00:50:16.789456,216.2,20.0,0.54,1346967,289.8,19.8,0.44,847107,1
NA1_5030451050,2024-08-25 00:50:52.611086,213.8,20.0,0.42,610706,300.6,20.0,0.53,1398389,2
NA1_5028373478,2024-08-25 00:52:00.467494,190.4,20.0,0.52,763543,198.2,20.0,0.49,251155,1
NA1_5024558472,2024-08-25 00:52:35.734958,203.0,20.0,0.55,540221,344.6,20.0,0.51,1376677,2
NA1_5024545661,2024-08-25 00:53:44.974909,117.6,18.6,0.49,54271,473.8,20.0,0.5,1121110,1
NA1_5092057426,2024-08-25 00:54:20.347964,221.2,20.0,0.48,157127,222.4,17.0,0.41,274562,1
NA1_5092037370,2024-08-25 00:55:28.641070,153.4,20.0,0.58,924308,194.4,20.0,0.48,250160,1
NA1_5074425085,2024-08-25 00:56:04.398705,191.6,20.0,0.44,2608535,346.0,20.0,0.49,145915,2
NA1_5079333142,2024-08-25 00:56:40.220470,435.8,20.0,0.5,388662,322.6,20.0,0.44,2264634,1
NA1_5079285340,2024-08-25 00:57:48.492197,273.6,20.0,0.46,1895219,115.0,18.8,0.49,467186,2
NA1_5045580688,2024-08-25 00:58:25.157527,314.8,20.0,0.49,536707,304.6,19.6,0.47,620259,1
NA1_5025494527,2024-08-25 00:59:32.124829,361.4,20.0,0.51,1413318,544.8,20.0,0.4,1359539,1
NA1_5021620704,2024-08-25 01:00:07.845861,436.2,20.0,0.44,1578891,355.8,20.0,0.47,1763338,1
NA1_5019581554,2024-08-25 01:00:43.145598,395.8,20.0,0.45,2583629,378.6,20.0,0.51,668592,2
NA1_5078496443,2024-08-25 01:01:51.635877,525.6,20.0,0.43,1038987,416.2,18.4,0.5,568703,2
NA1_5078491142,2024-08-25 01:02:26.767459,194.8,20.0,0.5,380980,377.6,20.0,0.44,125243,1
NA1_5078478688,2024-08-25 01:03:35.955176,213.6,20.0,0.54,484864,302.4,17.4,0.43,113967,1
NA1_5089246493,2024-08-25 01:04:12.142122,599.8,20.0,0.5,2517771,504.8,20.0,0.5,803701,2
NA1_5084152988,2024-08-25 01:04:48.342923,509.0,20.0,0.49,1127934,245.6,20.0,0.5,231625,2
NA1_5084112342,2024-08-25 01:05:55.160819,290.8,20.0,0.48,930795,398.2,20.0,0.51,689545,1
NA1_5092583974,2024-08-25 01:06:32.104140,328.2,20.0,0.54,395151,435.8,20.0,0.44,633793,1
NA1_5072938164,2024-08-25 01:07:39.055208,421.4,20.0,0.44,327537,211.2,20.0,0.59,515725,2
NA1_5072879876,2024-08-25 01:08:14.976760,447.2,20.0,0.46,617397,246.8,20.0,0.53,852455,1
NA1_5015936113,2024-08-25 01:08:51.398391,238.2,20.0,0.51,1034836,243.4,20.0,0.46,216724,1
NA1_5015896059,2024-08-25 01:09:59.345703,257.0,20.0,0.46,363951,144.4,20.0,0.5,732525,2
NA1_5015633893,2024-08-25 01:10:34.316982,112.6,16.8,0.45,165653,275.6,20.0,0.47,503708,2
NA1_5093952253,2024-08-25 01:11:44.066218,368.2,20.0,0.48,1368592,179.4,20.0,0.44,104882,1
NA1_5088397518,2024-08-25 01:12:22.026219,188.4,18.2,0.56,168595,442.0,19.4,0.6,504245,2
NA1_5025600594,2024-08-25 01:13:27.333954,335.2,20.0,0.45,892425,290.4,20.0,0.55,893641,2
NA1_5076441569,2024-08-25 01:14:03.432919,190.6,20.0,0.52,265240,386.2,20.0,0.43,300497,1
NA1_5075645519,2024-08-25 01:14:40.328917,322.2,20.0,0.39,1046244,237.4,20.0,0.36,127695,1
NA1_5071343624,2024-08-25 01:15:47.055930,310.0,20.0,0.48,718895,322.6,20.0,0.42,79305,1
NA1_5094230751,2024-08-25 01:16:22.739217,297.2,20.0,0.53,1463629,246.4,20.0,0.49,3099779,2
NA1_5094194148,2024-08-25 01:17:30.981662,300.2,20.0,0.47,701482,475.6,20.0,0.48,736851,2
NA1_5015479809,2024-08-25 01:18:07.093086,217.6,20.0,0.5,672328,273.0,20.0,0.51,205693,2
NA1_5015459707,2024-08-25 01:18:42.535944,303.6,20.0,0.59,316692,244.2,20.0,0.49,1411526,1
NA1_5014979294,2024-08-25 01:19:50.012176,212.6,20.0,0.49,324926,158.4,20.0,0.51,193173,1
NA1_5094075908,2024-08-25 01:20:26.119075,578.2,20.0,0.53,1363019,557.8,20.0,0.54,5695470,2
NA1_5093947060,2024-08-25 01:21:34.237920,447.2,20.0,0.49,967960,357.2,19.6,0.51,326708,2
NA1_5093929207,2024-08-25 01:22:09.937951,342.4,20.0,0.55,231855,318.4,20.0,0.49,3207565,2
NA1_5057181835,2024-08-25 01:22:45.978860,438.8,20.0,0.46,2019299,519.6,20.0,0.47,3848684,1
NA1_5056284088,2024-08-25 01:23:54.338069,354.4,20.0,0.51,797132,375.4,20.0,0.46,335015,1
NA1_5056165570,2024-08-25 01:24:30.339923,597.4,20.0,0.45,319554,291.0,20.0,0.51,485734,2
NA1_5003285813,2024-08-25 01:25:38.036380,450.4,20.0,0.5,3145296,308.6,20.0,0.49,1832466,2
NA1_5002902841,2024-08-25 01:26:13.828468,366.6,20.0,0.45,898297,425.2,20.0,0.53,334732,2
NA1_5002588295,2024-08-25 01:26:49.576455,197.0,20.0,0.49,355108,509.4,16.4,0.48,120898,1
NA1_5082923493,2024-08-25 01:27:56.819865,142.6,20.0,0.45,206987,543.2,20.0,0.45,974625,1
NA1_5027522995,2024-08-25 01:28:32.940895,286.2,20.0,0.46,256961,337.2,20.0,0.46,984686,1
NA1_5027268313,2024-08-25 01:29:41.571105,487.6,20.0,0.53,2037987,403.6,20.0,0.5,675433,2
NA1_5044117877,2024-08-25 01:30:17.365109,498.2,20.0,0.49,1092593,192.0,20.0,0.51,689851,1
NA1_5022599546,2024-08-25 01:30:53.529105,316.6,20.0,0.5,782610,421.0,20.0,0.5,807642,1
NA1_5021852895,2024-08-25 01:32:00.754501,435.6,20.0,0.52,306029,316.0,20.0,0.45,957036,1
NA1_5088108368,2024-08-25 01:32:36.184498,608.8,20.0,0.49,993782,167.2,19.8,0.47,231999,1
NA1_5088086264,2024-08-25 01:33:44.564826,99.8,18.6,0.48,1098034,202.2,17.0,0.61,672972,2
NA1_5088058648,2024-08-25 01:34:20.303337,200.8,20.0,0.48,1079770,191.2,19.8,0.46,83432,1
NA1_5090868516,2024-08-25 01:35:28.521368,178.2,20.0,0.48,321269,184.6,20.0,0.54,713200,2
NA1_5090814512,2024-08-25 01:36:04.542392,397.0,20.0,0.45,713582,307.6,20.0,0.49,2134863,1
NA1_5077928040,2024-08-25 01:36:40.195391,291.8,20.0,0.5,1074172,356.4,20.0,0.5,720297,2
NA1_5023417063,2024-08-25 01:37:48.465333,434.8,20.0,0.47,2009387,356.0,20.0,0.49,468236,1
NA1_5023396977,2024-08-25 01:38:24.706860,262.2,20.0,0.49,753012,300.6,20.0,0.45,568959,2
NA1_5022975692,2024-08-25 01:39:32.053379,235.0,20.0,0.49,821559,376.4,20.0,0.55,341124,2
NA1_5017554989,2024-08-25 01:40:07.628379,223.6,20.0,0.48,3614177,353.2,20.0,0.45,3240684,1
NA1_5017542652,2024-08-25 01:40:43.657447,349.6,20.0,0.5,530354,299.4,20.0,0.5,299556,1
NA1_5017390139,2024-08-25 01:41:51.666281,575.6,20.0,0.49,764883,225.0,20.0,0.51,134157,2
NA1_5015813049,2024-08-25 01:42:27.339256,480.8,20.0,0.53,512034,298.6,20.0,0.6,916159,2
NA1_5014978562,2024-08-25 01:43:35.581386,489.6,18.6,0.51,851131,113.0,20.0,0.53,144686,1
NA1_5012158935,2024-08-25 01:44:11.184387,207.8,20.0,0.5,324834,153.4,19.2,0.62,170728,2
NA1_5066582595,2024-08-25 01:44:47.116899,326.8,20.0,0.51,1319560,290.2,20.0,0.51,423041,1
NA1_5066548013,2024-08-25 01:45:55.317898,412.0,20.0,0.47,2899436,426.6,20.0,0.52,1066672,2
NA1_5066483233,2024-08-25 01:46:31.374723,305.8,20.0,0.48,790491,528.6,20.0,0.52,248656,1
NA1_5029278044,2024-08-25 01:47:39.162777,181.8,20.0,0.51,260382,153.0,20.0,0.38,438254,1
NA1_5029263866,2024-08-25 01:48:11.705161,208.2,20.0,0.44,484717,130.8,20.0,0.54,180640,2
NA1_5029243950,2024-08-25 01:48:47.929191,145.6,20.0,0.4,364543,334.4,13.2,0.46,446746,2
NA1_5036237710,2024-08-25 01:49:58.469345,298.2,20.0,0.52,440119,433.4,20.0,0.49,889685,2
NA1_5036208259,2024-08-25 01:50:34.516629,263.8,20.0,0.46,978529,330.0,20.0,0.5,554676,1
NA1_5036190561,2024-08-25 01:51:42.780524,342.0,20.0,0.54,306446,482.6,20.0,0.33,650407,1
NA1_5094217392,2024-08-25 01:52:18.967605,322.2,16.8,0.49,344593,294.6,20.0,0.49,2351645,1
NA1_5086766228,2024-08-25 01:53:27.321555,222.8,20.0,0.49,162632,242.8,19.2,0.57,1241271,2
NA1_5031250815,2024-08-25 01:54:02.842441,134.0,20.0,0.48,157529,305.2,16.2,0.56,231996,2
NA1_5014256810,2024-08-25 01:54:37.904586,393.8,20.0,0.49,386590,324.8,20.0,0.5,1404260,1
NA1_5093559492,2024-08-25 01:55:46.538494,273.6,20.0,0.44,482845,306.4,20.0,0.5,1150520,2
NA1_5093520199,2024-08-25 01:56:21.900480,138.4,19.6,0.44,148807,456.6,20.0,0.52,1037903,2
NA1_5093479004,2024-08-25 01:57:30.721660,317.6,20.0,0.55,514951,287.2,16.6,0.46,371579,1
NA1_5093747904,2024-08-25 01:58:06.381604,399.0,19.8,0.53,124522,263.0,17.4,0.48,271596,1
NA1_5059775925,2024-08-25 01:58:43.107430,535.0,19.8,0.5,364535,330.4,20.0,0.48,1114042,2
NA1_5059700702,2024-08-25 01:59:50.367420,282.6,19.8,0.52,185354,159.6,20.0,0.57,732638,2
NA1_5092953559,2024-08-25 02:00:25.986444,136.4,19.6,0.49,172366,202.8,20.0,0.6,628664,2
NA1_5092934830,2024-08-25 02:01:34.405455,316.6,20.0,0.57,1776696,301.4,20.0,0.54,534333,2
NA1_5092863281,2024-08-25 02:02:10.144520,187.4,20.0,0.48,327566,194.6,20.0,0.53,721617,2
NA1_5021900315,2024-08-25 02:02:45.985314,603.0,20.0,0.5,4395087,223.2,20.0,0.52,534141,1
NA1_5021880490,2024-08-25 02:03:53.775290,314.8,20.0,0.45,813625,366.2,20.0,0.48,373806,2
NA1_5021177424,2024-08-25 02:04:29.206507,283.6,20.0,0.55,225295,377.8,20.0,0.42,316992,1
NA1_5092119284,2024-08-25 02:05:38.192221,249.8,20.0,0.52,901966,307.2,20.0,0.5,268931,2
NA1_5091547433,2024-08-25 02:06:13.938224,346.8,20.0,0.47,816169,458.2,20.0,0.5,1944226,1
NA1_5091516917,2024-08-25 02:06:49.292458,287.8,20.0,0.49,416395,378.2,20.0,0.49,144368,1
NA1_5056266412,2024-08-25 02:07:57.667447,389.8,20.0,0.46,422208,327.8,20.0,0.49,894244,1
NA1_5030175028,2024-08-25 02:08:33.266243,250.0,20.0,0.49,958427,303.0,20.0,0.53,1172152,2
NA1_5030144175,2024-08-25 02:09:41.411386,359.4,20.0,0.49,264492,442.8,20.0,0.51,221285,2
NA1_5093835668,2024-08-25 02:10:16.430403,298.2,20.0,0.54,567014,231.6,15.2,0.47,501368,2
NA1_5093828758,2024-08-25 02:10:52.369350,542.6,20.0,0.48,1389392,369.8,20.0,0.53,1031309,2
NA1_5093813967,2024-08-25 02:12:00.633354,334.0,20.0,0.49,314863,172.6,20.0,0.5,779874,1
NA1_5093933699,2024-08-25 02:12:36.189349,282.2,20.0,0.5,581800,342.0,20.0,0.46,844687,1
NA1_5093921158,2024-08-25 02:13:44.863263,407.0,20.0,0.5,940051,302.2,20.0,0.54,277440,2
NA1_5092792654,2024-08-25 02:14:20.018263,393.2,18.2,0.52,2276702,292.4,20.0,0.49,646658,2
NA1_5040615492,2024-08-25 02:15:28.735236,284.6,20.0,0.49,2720925,163.8,20.0,0.54,370727,2
NA1_5033779243,2024-08-25 02:16:03.997261,237.8,20.0,0.45,406629,209.4,20.0,0.54,892853,2
NA1_5033581623,2024-08-25 02:16:39.612268,303.4,16.8,0.5,930698,237.8,20.0,0.55,274330,1
NA1_5015314354,2024-08-25 02:17:48.174038,378.2,20.0,0.43,1348761,391.0,20.0,0.5,3631438,2
NA1_5014712893,2024-08-25 02:18:28.135846,428.4,20.0,0.48,645355,176.4,20.0,0.54,467134,2
NA1_5014706877,2024-08-25 02:19:32.565317,323.6,20.0,0.43,419953,144.2,20.0,0.51,500861,1
NA1_5070882700,2024-08-25 02:20:11.070153,486.4,20.0,0.45,141249,225.2,20.0,0.59,374725,2
NA1_5033337607,2024-08-25 02:20:50.093247,319.6,20.0,0.47,1029249,388.4,20.0,0.5,904077,1
NA1_5033331843,2024-08-25 02:21:51.109336,440.2,20.0,0.47,322788,363.2,20.0,0.49,237922,1
NA1_5080968809,2024-08-25 02:22:25.250198,366.2,20.0,0.51,384871,277.6,20.0,0.48,556882,1
NA1_5080018583,2024-08-25 02:23:35.622644,284.0,20.0,0.5,1345389,389.6,20.0,0.51,1077669,2
NA1_5080015880,2024-08-25 02:24:09.960223,221.0,20.0,0.5,1194552,298.6,18.0,0.51,904858,2
NA1_5087812054,2024-08-25 02:24:44.921551,313.0,20.0,0.51,335178,387.0,20.0,0.57,1503104,2
NA1_5087763483,2024-08-25 02:25:54.105139,252.2,20.0,0.48,2969323,199.8,20.0,0.52,473243,2
NA1_5076151000,2024-08-25 02:26:28.054432,280.0,17.2,0.35,129881,291.8,20.0,0.52,572602,2
NA1_5040222689,2024-08-25 02:27:38.913445,408.6,20.0,0.5,2104666,410.8,20.0,0.51,2690479,2
NA1_5029623129,2024-08-25 02:28:13.601576,373.8,20.0,0.47,333220,545.4,20.0,0.51,2160948,2
NA1_5027162256,2024-08-25 02:28:48.329381,301.6,20.0,0.49,414916,493.0,20.0,0.5,1148538,2
NA1_5050090538,2024-08-25 02:29:57.763032,270.2,20.0,0.49,1038138,253.4,20.0,0.5,281412,2
NA1_5050009386,2024-08-25 02:30:32.170727,310.2,20.0,0.49,447081,205.6,20.0,0.5,967843,1
NA1_5038786047,2024-08-25 02:31:42.216190,249.6,20.0,0.54,483298,296.2,20.0,0.51,907463,1
NA1_5091968658,2024-08-25 02:32:16.862368,222.4,20.0,0.44,146666,339.8,20.0,0.53,3095079,2
NA1_5087500375,2024-08-25 02:33:27.521806,320.2,20.0,0.48,644934,481.4,20.0,0.5,299834,1
NA1_5085697638,2024-08-25 02:34:01.379444,411.4,20.0,0.49,530520,475.4,20.0,0.49,552256,2
NA1_5093622894,2024-08-25 02:34:35.958082,748.6,20.0,0.51,1170471,294.6,20.0,0.49,546197,2
NA1_5092049642,2024-08-25 02:35:46.337929,344.8,19.6,0.48,174881,419.2,20.0,0.54,343815,2
NA1_5091971484,2024-08-25 02:36:21.202689,381.2,20.0,0.51,941132,499.8,20.0,0.47,1367148,1
NA1_5018572364,2024-08-25 02:37:30.903447,265.2,20.0,0.51,563952,573.0,20.0,0.51,320597,1
NA1_5015076706,2024-08-25 02:38:05.849096,518.6,20.0,0.5,363840,237.2,20.0,0.52,272353,2
NA1_5015056112,2024-08-25 02:38:40.000735,314.6,19.6,0.51,1407414,340.4,20.0,0.53,284065,1
NA1_5079739537,2024-08-25 02:39:49.817905,331.6,18.8,0.48,992910,95.2,20.0,0.47,76663,1
NA1_5079583287,2024-08-25 02:40:23.981588,409.4,20.0,0.46,2877590,109.6,19.6,0.57,126261,2
NA1_5078676027,2024-08-25 02:41:34.370471,337.0,20.0,0.48,1136174,520.0,20.0,0.51,2881363,2
NA1_5028606667,2024-08-25 02:42:09.104295,256.0,20.0,0.5,553294,388.8,20.0,0.48,279641,2
NA1_5028589621,2024-08-25 02:42:43.982614,335.0,20.0,0.51,434111,528.2,20.0,0.53,2434601,2
NA1_5028013304,2024-08-25 02:43:53.208568,256.4,20.0,0.54,2049388,343.0,20.0,0.5,327653,1
NA1_5080983498,2024-08-25 02:44:28.331533,390.6,20.0,0.58,123915,203.6,20.0,0.49,318471,1
NA1_5080958758,2024-08-25 02:45:37.531148,244.0,18.2,0.55,676978,277.4,20.0,0.58,1809242,2
NA1_5073533719,2024-08-25 02:46:12.097063,530.8,20.0,0.52,1344858,402.2,20.0,0.55,908410,2
NA1_5033233279,2024-08-25 02:46:47.007163,261.8,20.0,0.49,3430825,449.4,20.0,0.52,802267,2
NA1_5032737922,2024-08-25 02:47:56.620183,670.6,20.0,0.5,1243954,280.4,20.0,0.48,121524,1
NA1_5032694170,2024-08-25 02:48:30.822877,270.2,20.0,0.49,146378,174.2,20.0,0.46,195779,1
NA1_5074469444,2024-08-25 02:49:41.521670,200.4,20.0,0.56,442370,313.0,19.2,0.53,371045,1
NA1_5031099509,2024-08-25 02:50:16.415284,248.6,20.0,0.48,358916,286.4,19.4,0.54,613970,1
NA1_5031089015,2024-08-25 02:50:51.084713,293.0,19.4,0.51,366605,225.4,20.0,0.49,354899,1
NA1_5044735758,2024-08-25 02:52:00.075709,555.6,20.0,0.51,1357015,355.2,20.0,0.54,257435,1
NA1_5039817739,2024-08-25 02:52:35.131339,305.0,20.0,0.49,1051306,386.6,20.0,0.51,2005134,1
NA1_5032444831,2024-08-25 02:53:45.797291,171.4,20.0,0.49,448151,515.4,20.0,0.51,1779332,2
NA1_5036820056,2024-08-25 02:54:17.364007,359.6,20.0,0.54,321367,294.6,20.0,0.52,383753,2
NA1_5028839926,2024-08-25 02:55:28.591370,433.6,17.6,0.49,848374,482.6,20.0,0.52,3351113,2
NA1_5028808991,2024-08-25 02:56:04.315371,391.6,20.0,0.53,2540444,574.2,17.4,0.51,497521,1
NA1_5031872894,2024-08-25 02:56:39.402370,175.0,19.6,0.6,507896,462.8,20.0,0.46,1819966,1
NA1_5007299360,2024-08-25 02:57:47.661508,241.0,19.6,0.59,202757,248.6,20.0,0.46,1266003,1
NA1_5007270420,2024-08-25 02:58:22.719406,338.0,20.0,0.44,152301,288.0,19.6,0.6,266180,1
NA1_5094237770,2024-08-25 02:59:31.807022,561.0,20.0,0.51,2488939,298.4,20.0,0.48,377687,1
NA1_5092952854,2024-08-25 03:00:05.485959,221.8,20.0,0.54,225570,295.8,20.0,0.55,818781,2
NA1_5092521582,2024-08-25 03:00:39.783248,327.4,20.0,0.47,212707,368.6,20.0,0.5,918993,1
NA1_5028066149,2024-08-25 03:01:50.477676,425.0,20.0,0.49,584385,377.6,20.0,0.52,360197,2
NA1_5026366711,2024-08-25 03:02:24.767288,361.2,20.0,0.52,1217571,353.2,20.0,0.5,843530,2
NA1_5026352451,2024-08-25 03:03:35.171434,264.4,20.0,0.51,1021470,379.0,20.0,0.49,785840,2
NA1_5086917756,2024-08-25 03:04:09.443390,458.0,18.6,0.53,522071,257.2,20.0,0.5,312008,1
NA1_5086886151,2024-08-25 03:04:44.414013,200.4,20.0,0.55,1398097,351.8,18.6,0.52,285166,1
NA1_5085929260,2024-08-25 03:05:54.427337,223.8,18.6,0.56,198202,311.0,20.0,0.59,148668,2
NA1_5093746898,2024-08-25 03:06:28.236052,366.4,20.0,0.49,1693952,441.4,17.0,0.47,224466,2
NA1_5093258432,2024-08-25 03:07:38.416256,591.6,20.0,0.49,435229,396.4,20.0,0.54,723538,2
NA1_5093202154,2024-08-25 03:08:12.819263,150.2,20.0,0.5,145582,283.6,20.0,0.5,208006,2
NA1_5093953646,2024-08-25 03:08:46.944278,266.8,19.4,0.56,815406,238.0,20.0,0.5,457894,1
NA1_5093846461,2024-08-25 03:09:57.589430,208.8,15.0,0.55,2165853,292.8,20.0,0.51,910747,1
NA1_5093806405,2024-08-25 03:10:31.454241,263.4,20.0,0.55,1267216,508.6,20.0,0.5,2642926,2
NA1_5007772959,2024-08-25 03:11:42.094337,270.4,16.4,0.7,639899,440.2,20.0,0.5,2748773,1
NA1_5007765815,2024-08-25 03:12:18.787453,317.4,20.0,0.53,431740,341.8,20.0,0.51,979156,2
NA1_5007052830,2024-08-25 03:13:27.433388,331.6,20.0,0.47,838346,431.2,20.0,0.53,960255,2
NA1_5092934972,2024-08-25 03:14:03.186388,193.8,17.8,0.59,648474,198.8,20.0,0.51,535279,1
NA1_5092898671,2024-08-25 03:14:41.050187,336.2,20.0,0.54,2372509,276.6,20.0,0.5,1152839,1
NA1_5092341368,2024-08-25 03:15:43.262106,372.2,20.0,0.47,350604,319.4,20.0,0.5,735696,2
NA1_5040704893,2024-08-25 03:16:12.125391,484.6,20.0,0.47,617425,340.8,20.0,0.53,852315,2
NA1_5040023548,2024-08-25 03:17:30.019770,494.8,20.0,0.51,813082,317.6,20.0,0.5,360956,2
NA1_5039994509,2024-08-25 03:17:58.679050,486.2,20.0,0.47,583150,375.6,20.0,0.51,1070661,1
NA1_5029021885,2024-08-25 03:18:27.590692,249.0,20.0,0.51,138881,431.4,20.0,0.5,1070676,2
NA1_5029015369,2024-08-25 03:19:45.276774,499.0,20.0,0.5,1250051,539.2,20.0,0.47,829371,1
NA1_5029008273,2024-08-25 03:20:13.335388,517.6,20.0,0.48,1960765,259.4,20.0,0.49,1048852,1
NA1_5092554461,2024-08-25 03:21:32.885358,359.4,20.0,0.45,1367401,406.4,20.0,0.47,626332,1
NA1_5092546922,2024-08-25 03:22:01.218723,464.4,20.0,0.48,983344,431.6,20.0,0.51,516014,1
NA1_5092530550,2024-08-25 03:22:30.311237,310.4,20.0,0.48,403527,360.4,20.0,0.49,1423820,1
NA1_5090631059,2024-08-25 03:23:48.081968,277.4,20.0,0.5,451710,392.8,20.0,0.53,771964,2
NA1_5090603252,2024-08-25 03:24:16.509014,330.4,20.0,0.47,550687,312.4,20.0,0.5,1863466,2
NA1_5090574028,2024-08-25 03:25:35.666448,529.4,20.0,0.5,1403463,357.8,20.0,0.51,635671,2
NA1_5073563844,2024-08-25 03:26:03.912397,396.2,17.0,0.57,510580,277.6,19.6,0.45,92812,1
NA1_5073525385,2024-08-25 03:26:31.829533,171.0,19.0,0.47,431691,291.8,18.8,0.44,427909,1
NA1_5073423778,2024-08-25 03:27:50.756234,289.4,20.0,0.54,255918,427.4,19.6,0.46,1098905,1
NA1_5093306825,2024-08-25 03:28:19.158247,223.0,20.0,0.54,1345874,231.4,20.0,0.52,211416,1
NA1_5092747464,2024-08-25 03:29:38.442750,458.4,20.0,0.52,743878,319.8,20.0,0.5,178070,1
NA1_5092737795,2024-08-25 03:30:06.326814,285.2,20.0,0.52,445069,436.2,20.0,0.52,1588464,1
NA1_5093631643,2024-08-25 03:30:34.803992,402.8,20.0,0.52,1152309,315.0,20.0,0.51,692350,2
NA1_5093604482,2024-08-25 03:31:53.587970,197.6,20.0,0.51,226988,282.0,20.0,0.49,531497,1
NA1_5093286731,2024-08-25 03:32:21.931961,326.4,20.0,0.51,678030,427.0,20.0,0.48,428226,1
NA1_5093708569,2024-08-25 03:33:41.255004,323.8,20.0,0.53,218343,404.2,20.0,0.52,560136,1
NA1_5093700192,2024-08-25 03:34:09.385122,236.0,20.0,0.49,411785,291.0,20.0,0.55,188945,2
NA1_5093681332,2024-08-25 03:35:28.228799,302.0,20.0,0.53,1693723,304.8,17.0,0.54,824263,2
NA1_5094258150,2024-08-25 03:35:56.421260,369.6,20.0,0.55,606881,417.0,20.0,0.51,487899,1
